1.341678874592643900e-01,1.142928605936371772e-01,1.141819834201976414e-01,0.000000000000000000e+00
8.960646905080878188e-02,1.722124969386261417e-02,1.691524568401888973e-01,0.000000000000000000e+00
-9.244672539387559229e-02,1.879841602833086101e-01,6.930909774840823268e-01,0.000000000000000000e+00
8.833539472848532526e-02,-2.439651881204010775e-02,-6.081297590840670786e-01,0.000000000000000000e+00
-3.884077198266384749e-03,-6.161893333009781960e-03,7.502281663906039400e-02,0.000000000000000000e+00
-1.317018638050739335e-02,-9.267045371910445084e-01,-1.161454903199376221e-01,0.000000000000000000e+00
3.760744242476282001e-03,-8.813859503242076109e-04,3.790774373189472607e-03,0.000000000000000000e+00
-1.977690863627648218e-02,4.786869696045129713e-02,-3.153759384959889389e-02,0.000000000000000000e+00
2.759409176286777843e-01,-8.696918697653185926e-02,1.600491168448104351e-01,0.000000000000000000e+00
-4.483178433673395968e-01,-2.227966932343736495e-01,7.700486607544192175e-02,0.000000000000000000e+00
-1.892607018259490348e-01,4.090262156420932937e-01,3.550739461527309682e-01,0.000000000000000000e+00
-2.888558640665078031e-02,3.010473747719811799e-01,-1.443327615581748158e-01,0.000000000000000000e+00
1.847671704662161296e-02,8.181889957918027367e-03,2.846448711875473325e-01,0.000000000000000000e+00
-1.539334591012412289e-02,8.858162298246871069e-01,-8.106327251282291479e-02,0.000000000000000000e+00
-1.100034165495800964e-01,-6.288427823993565646e-02,8.211715047853427457e-03,0.000000000000000000e+00
-6.119055192400135734e-01,1.194878620321029594e-01,-4.569350767834653299e-02,0.000000000000000000e+00
1.135563404633570771e-02,-2.147009823716168955e-02,6.377380309124346391e-01,0.000000000000000000e+00
-1.985363337016996244e-01,9.521068825729095408e-01,-1.380955644752036304e-01,0.000000000000000000e+00
-2.259955458364154290e-01,-1.925552487890605513e-01,6.328848600976947347e-01,0.000000000000000000e+00
5.142610829633502412e-02,-5.103933477462788693e-01,4.324616615818496768e-01,0.000000000000000000e+00
-2.700480897670583524e-01,-2.372588129787227967e-02,3.154892493813187260e-01,0.000000000000000000e+00
9.232951081759085410e-01,-3.698632197702382274e-01,-1.024203064265950536e-01,0.000000000000000000e+00
6.771237837583023167e-02,5.426208064179259549e-02,-4.784882741521896687e-02,0.000000000000000000e+00
-3.192809594586114991e-02,-4.165576367015231402e-02,2.670279826228090236e-01,0.000000000000000000e+00
4.563185829804789484e-01,-1.748804855887107768e-01,-3.348521848152455904e-01,0.000000000000000000e+00
-6.133319853664078586e-03,-2.647126283289722576e-02,1.266517910100246336e-01,0.000000000000000000e+00
-3.031553865272093584e-01,3.400421445549173249e-01,4.671867533209447254e-01,0.000000000000000000e+00
-1.440331917790530804e-02,-1.154762855250548656e-02,2.367259976763164686e-01,0.000000000000000000e+00
-3.352663350000037457e-01,-1.095431442257591287e-01,1.507381957242864001e-01,0.000000000000000000e+00
-1.196786592605641603e-01,1.310396391941233973e-01,5.480763256899303659e-01,0.000000000000000000e+00
-9.611149148013437699e-03,2.529085221618780546e-03,2.324508204374950981e-01,0.000000000000000000e+00
9.682759617446104472e-02,1.462281647979979567e-02,-1.642544934331384952e-03,0.000000000000000000e+00
8.993154443407237741e-02,-1.121150002267509438e-01,7.365991745363006937e-02,0.000000000000000000e+00
-2.069414692585276952e-02,1.860467376445025245e-01,8.564719000452790387e-02,0.000000000000000000e+00
2.475659019577627906e-01,-2.347158051512592269e-01,4.779980785248788555e-02,0.000000000000000000e+00
-1.074255858788814889e-02,-3.940540594540436342e-02,-9.004838426275154628e-01,0.000000000000000000e+00
-2.133733592437982718e-01,-1.462629500052325116e-01,-5.092940525992872836e-01,0.000000000000000000e+00
1.938323227562793183e-01,9.521123150913026745e-01,2.792009981596119475e-02,0.000000000000000000e+00
-6.106614811449566187e-03,6.721053802085420747e-02,1.968588548996769438e-01,0.000000000000000000e+00
-2.222751544665881214e-03,-1.081543132520231681e-03,1.730655931808533221e-01,0.000000000000000000e+00
1.741340248230302812e-01,1.192942509395624462e-01,4.214883961009127655e-01,0.000000000000000000e+00
9.356559927131731513e-02,-9.681467510373292784e-02,2.361934365935949298e-01,0.000000000000000000e+00
-8.096538793390362088e-02,-7.551325128634656103e-02,1.926702413418260040e-01,0.000000000000000000e+00
-5.346435856944442566e-01,-9.538720847772552691e-02,3.114491313295493780e-01,0.000000000000000000e+00
-9.458712374944200363e-02,-4.910116026995993144e-01,2.670871816769136986e-01,0.000000000000000000e+00
7.711602744988933500e-01,-1.154946741602041332e-01,-2.585512626963581417e-01,0.000000000000000000e+00
4.348004709191866188e-04,2.284037217523020909e-03,2.716320413303836834e-02,0.000000000000000000e+00
-5.260017820884516776e-02,-9.165409000155240460e-02,-1.585873487592564385e-02,0.000000000000000000e+00
2.720995754646068354e-01,-1.756336528567892796e-01,-5.712358435376501120e-01,0.000000000000000000e+00
5.445959476275761407e-02,-2.704346241980583668e-02,-2.215916695219639909e-01,0.000000000000000000e+00
-6.099578038566994681e-04,7.692950964294745231e-02,2.326936461279822399e-01,0.000000000000000000e+00
-1.137209319822039474e-02,1.654834603415752947e-02,9.369617157693818643e-02,0.000000000000000000e+00
3.921332636104807312e-01,-2.686593908788560414e-01,-1.151185140164567855e-02,0.000000000000000000e+00
