7.018245553727290087e+00,2.936233153289755649e+00,1.000000000000000000e+00
-3.648015878517618660e+00,-7.681351777755878629e+00,0.000000000000000000e+00
7.285376629790391689e+00,6.520194994173536429e+00,1.000000000000000000e+00
-9.186637490004372353e-01,-4.068631954965288955e+00,0.000000000000000000e+00
3.965613033877200877e+00,-9.933607408769324465e+00,0.000000000000000000e+00
5.715132261983937312e+00,7.717318481997054391e+00,1.000000000000000000e+00
-8.644360979375480980e+00,-3.457596187384734954e+00,1.000000000000000000e+00
-4.133347613707655910e+00,-6.320008431806664717e+00,0.000000000000000000e+00
-6.913789836924085108e+00,-8.247730952593757436e+00,0.000000000000000000e+00
-1.177269957719065729e+00,5.664217988477012966e+00,1.000000000000000000e+00
-8.371369357965861013e+00,4.914350206571327817e+00,1.000000000000000000e+00
-6.402780322804543900e+00,5.253997701179489610e+00,1.000000000000000000e+00
1.085510640573705388e+00,2.513303781524260927e+00,1.000000000000000000e+00
-9.144070179418765321e+00,-3.308842506562664099e+00,1.000000000000000000e+00
-6.500663785300860198e+00,-7.662860608238908355e-01,1.000000000000000000e+00
4.034612036019707304e+00,-6.835696331409206294e+00,0.000000000000000000e+00
-2.392046850796165636e+00,5.201199916797065725e+00,1.000000000000000000e+00
-9.066815202638673910e+00,7.764253178172239700e+00,1.000000000000000000e+00
-3.287886777713193709e+00,8.516299699900002906e+00,1.000000000000000000e+00
6.601918046825119291e-01,-1.884887094663117324e+00,0.000000000000000000e+00
-1.093720895243146529e+00,-3.792022549677252385e+00,0.000000000000000000e+00
3.714118124532408416e+00,8.815264405561322292e+00,1.000000000000000000e+00
8.922082949195480950e+00,-2.353144400112729961e+00,1.000000000000000000e+00
-7.399071041090223844e-01,8.192692251931603664e+00,1.000000000000000000e+00
-3.604460577567554225e+00,-2.066338513950829459e+00,0.000000000000000000e+00
-3.541854206578474162e+00,-9.872988044034213928e+00,0.000000000000000000e+00
6.860484312057923972e-01,9.781941956026265927e+00,1.000000000000000000e+00
-7.982945854637996774e+00,5.662442272297472101e+00,1.000000000000000000e+00
-2.743198363467433509e+00,-9.019453349286948196e+00,0.000000000000000000e+00
-9.478092958702346138e+00,6.541454985609863826e+00,1.000000000000000000e+00
5.815640049322968963e+00,5.581440598534872066e+00,1.000000000000000000e+00
5.128392942620997985e+00,6.555776050639547492e+00,1.000000000000000000e+00
9.402888067250497528e+00,-9.107552899080291198e+00,0.000000000000000000e+00
-3.549522941424189781e+00,-3.717116781069496056e-01,0.000000000000000000e+00
1.359044938326476881e+00,5.881046230861592505e+00,1.000000000000000000e+00
-3.613127850817576814e-02,-1.827316503353495492e+00,0.000000000000000000e+00
7.683816439252403541e+00,-5.996800127550021564e+00,0.000000000000000000e+00
4.989026849956083254e+00,-2.901354636773700868e+00,0.000000000000000000e+00
7.035881418291353384e+00,7.253663882583545330e-01,1.000000000000000000e+00
8.983884229923120301e+00,3.278868641439380838e+00,1.000000000000000000e+00
1.133318824185884921e-01,-8.461835852475266151e+00,0.000000000000000000e+00
5.370774389296229856e+00,-7.354492122338946558e+00,0.000000000000000000e+00
1.569419640326845666e+00,9.072737546958290267e+00,1.000000000000000000e+00
-5.852012517116227386e+00,1.738500908243940657e+00,1.000000000000000000e+00
-9.937161540256909120e-01,4.719634498156072056e+00,1.000000000000000000e+00
-7.516888890222890751e+00,-8.372792748939055230e-01,1.000000000000000000e+00
-5.220472812265342100e-03,8.113322731124462450e+00,1.000000000000000000e+00
7.254141537742331280e+00,9.595085046148575714e+00,1.000000000000000000e+00
6.220916461712803880e+00,5.786633269280336833e+00,1.000000000000000000e+00
-8.875034966586476060e+00,-6.114604472572910510e+00,0.000000000000000000e+00
3.835362261662014660e+00,-2.924192126332125774e+00,0.000000000000000000e+00
1.711464421507908895e+00,8.567067613131278847e+00,1.000000000000000000e+00
