1.429130701587854713e+00,5.534515137689868247e-01,2.296196083673938126e-01,-5.624253878770932857e-01,-8.791650948226723550e-01,-1.440867244579193240e+00,0.000000000000000000e+00
-1.303105009158208372e+00,-1.599513854660731482e+00,1.625376948158401280e+00,-9.538753847453054213e-01,2.849581061209360833e-01,8.345020060250929461e-02,1.000000000000000000e+00
1.393116609700526976e+00,1.238728639997114467e+00,4.391820258535736876e-01,1.612567273266631407e+00,1.585092324081641912e+00,-6.594160049947164204e-01,0.000000000000000000e+00
4.908448012850952225e-01,1.537324976257259834e+00,1.615128607887917678e+00,-1.228352884731497507e+00,1.281212914949168447e+00,1.713793236081819771e-01,0.000000000000000000e+00
6.808047920177218160e-01,1.375063480922781523e+00,7.560759017481601951e-01,-1.339452590682584709e+00,6.517844923795736989e-01,1.148989167076403639e+00,1.000000000000000000e+00
6.939036355449710314e-01,-9.193051596773589296e-01,8.362449571004870741e-01,-6.550201529187100746e-01,1.454630048046102964e+00,1.198470156122641406e+00,0.000000000000000000e+00
3.929710687420624460e-01,1.455142826166910375e+00,-8.489164945075455826e-01,1.175194588607471502e+00,-8.582292845437993201e-01,4.122951848666334129e-01,0.000000000000000000e+00
1.178113799107127768e+00,1.734281206649040286e+00,1.497618569366063745e+00,-2.550856658837776791e-01,-7.134825464347436252e-01,-1.635176983246612981e+00,1.000000000000000000e+00
1.383894859592718074e+00,-2.605539521284052640e-01,1.113678897118756339e+00,6.785670757234387729e-01,7.025994869397487186e-01,1.775290214602694761e+00,0.000000000000000000e+00
-3.827423695780423074e-01,1.748639627485690795e+00,1.016707820435615250e+00,7.404360049596694360e-01,5.325291409327430614e-01,1.202075417715422478e+00,0.000000000000000000e+00
-3.768434802605513667e-01,-1.214133896188473560e+00,1.089229818247015480e+00,-5.026537575566885074e-01,1.478767509562511684e+00,3.433613678762337251e-01,0.000000000000000000e+00
-1.748060719359056936e+00,1.412245416157000832e+00,-1.121814806880040205e+00,1.216930494631656590e+00,5.004739430248594800e-03,-7.666113620902130776e-01,0.000000000000000000e+00
1.705444561741216170e-01,1.676484321855156168e-01,1.572538591860305868e+00,-8.192734706466420214e-01,-1.201770406084953891e+00,1.935418700047823126e+00,1.000000000000000000e+00
-3.332128758739107965e-01,-7.729668248004135656e-01,-1.777923290616802987e-01,1.125969645917846318e+00,-1.382180756926080889e+00,-8.087281480424151070e-01,0.000000000000000000e+00
6.833850330133310891e-01,1.068103220256759300e+00,-1.842224779571682625e+00,1.763787083324722005e+00,1.405020393232003340e+00,5.484403875403565110e-02,0.000000000000000000e+00
-6.463951333508815011e-01,9.861928820941883167e-01,1.140229749282429594e+00,-7.862193188545290035e-01,-6.312356318773488795e-01,-6.377656448293143043e-01,0.000000000000000000e+00
1.640787195514324281e+00,-1.598827526076713745e-01,-1.797548282342895654e+00,-4.841455953157454140e-01,9.776593661763088861e-01,-2.330662496371616044e-01,0.000000000000000000e+00
1.579929605591577690e+00,1.394445826263700727e+00,-7.417881216335757699e-01,-1.963035455711052535e+00,1.307792406132620933e+00,-1.799690074365087877e+00,1.000000000000000000e+00
-5.108518821912344521e-01,-1.520662360956221981e+00,1.612553234779588340e+00,7.002203560247828307e-01,-3.048008199570459986e-01,1.866655213928570145e+00,1.000000000000000000e+00
1.868021652040994240e-01,6.104627678298379934e-01,6.480415148206102316e-01,-1.072114071166692106e-01,-2.374875127279265641e-01,5.830824995939458688e-01,0.000000000000000000e+00
1.624366402563813150e+00,-3.658746158848589225e-01,-6.247001142147197150e-01,-1.046614766437413468e+00,-1.695815417832923888e+00,-1.473629585670046538e-01,1.000000000000000000e+00
-3.143045479531951791e-01,6.040184142016116198e-01,-1.936479840931768504e+00,7.563991499897535498e-01,-1.372853833442810867e+00,1.513124477846571114e+00,0.000000000000000000e+00
1.251708712760683184e+00,-1.115786934805007569e+00,1.390654328350264812e+00,1.697983956365383129e+00,1.131415470965909442e+00,-1.145914332966841975e+00,0.000000000000000000e+00
1.898408527995002260e+00,-1.748606291824693848e+00,-2.601573092759474903e-01,-3.399913817350075362e-01,-3.379131252860263501e-01,5.857775882751545815e-01,1.000000000000000000e+00
-1.281378590771765413e+00,-1.333705037921491865e+00,-1.611830192445158794e+00,9.317932701181952382e-02,-8.332646970991985924e-02,-1.475186566389556031e+00,0.000000000000000000e+00
-8.842306177121468380e-01,-1.300871356837137949e+00,-1.147908691651187141e-01,1.321027237957338230e+00,-5.342471843934251119e-01,3.709652543731425389e-01,0.000000000000000000e+00
-1.744974792168627165e+00,1.168437882148332108e-01,3.592779645395158816e-01,7.915869503592980472e-01,-1.659365467504414493e+00,-1.328256634985197415e+00,1.000000000000000000e+00
-1.812894940225649343e+00,7.490064553603268394e-01,-1.913828616790882897e+00,-3.100576136091315327e-01,1.609065703644015688e+00,-1.172425005734323733e+00,0.000000000000000000e+00
7.102747059532061868e-01,-1.385871727645750173e+00,-7.929928535642249976e-01,-1.908747407553905262e+00,1.367983441794530464e+00,-1.027935809616087326e-01,0.000000000000000000e+00
1.643215182178161538e+00,-1.051470424724378905e+00,-1.066383253354095562e+00,-1.818634078632831663e+00,-9.319774143671555322e-01,1.514514411259044291e+00,1.000000000000000000e+00
1.074595724251734996e+00,-1.341999049307845748e+00,-3.601421945604106334e-01,1.423939151091145661e+00,1.352866030461479241e-01,8.548599419250195730e-01,0.000000000000000000e+00
1.457584446812396628e-01,-3.762079114245837630e-01,-7.117801800399825574e-01,1.318715891527832085e+00,1.701065110030677729e+00,-2.437350032389224985e-01,0.000000000000000000e+00
