-8.484665262949748765e-01,-7.663119721272573237e+00
-1.617954996219491903e+00,9.380796406387371889e+00
7.361494559056582787e-01,7.995063795022805841e+00
9.937034732751847343e+00,7.965140070859721533e+00
9.248552684241227340e+00,8.291522593200111757e+00
1.105962676688064050e+01,1.030042944411349737e+01
1.356655003277892746e+01,2.059457196535524304e+01
1.534459595442812230e+01,2.539535954520583871e+01
1.916460035708977827e+01,2.984181979006649144e+01
2.085908547448502759e+01,1.236885596086084504e+01
2.272953194280867351e+01,1.845497290629943521e+01
1.902604436956221079e+01,1.413183581918093523e+01
2.394318212194238527e+01,1.927617536052146008e+01
2.973990518277168249e+01,4.169704104547926704e+01
2.549662649428692163e+01,3.275863618364360264e+01
2.674559758885952476e+01,1.995755643532103107e+01
3.568251698019474105e+01,4.229698558121812368e+01
3.062068293456574253e+01,2.484327337005289849e+01
3.516499707290164167e+01,4.166616077684822272e+01
3.831458953651269894e+01,4.109577880130620997e+01
3.612318175968772493e+01,3.541929021236211383e+01
3.864625461094424708e+01,3.542928075184590853e+01
4.732118605444644999e+01,5.382796797174790981e+01
4.848720486129292340e+01,3.696884476890735982e+01
5.000981706307687347e+01,5.620365517259747179e+01
4.824531784814180213e+01,4.238491646348755637e+01
4.881983110615626487e+01,5.623753166468962661e+01
5.648553791663422885e+01,5.191691893283937986e+01
5.498792017357029493e+01,6.151888982242483905e+01
5.432253501639239346e+01,5.582872459638142004e+01
6.312558802769913058e+01,6.033745933786612170e+01
6.380421962659656998e+01,5.989807876075519033e+01
6.233991760961620798e+01,5.060509584783451942e+01
6.209953447032658858e+01,6.919028480435133588e+01
6.576735317035932837e+01,5.979186271380203976e+01
6.849361973836528250e+01,7.311464452963579674e+01
7.016653231319679662e+01,6.184744655549443593e+01
7.599668439254624275e+01,8.706173857450575326e+01
7.206287818075048790e+01,6.969487452297653363e+01
7.454474393028698387e+01,7.255126281280912792e+01
8.262514602479083692e+01,9.062567875428955233e+01
7.984227505779347212e+01,8.292376809640680335e+01
8.662528559146309703e+01,7.992608298173458081e+01
8.833440162550265029e+01,9.018779942103533642e+01
8.657379324080280014e+01,7.786073655305787611e+01
9.034720427673912013e+01,8.804275057589086373e+01
9.440501348424075445e+01,1.016642381769995325e+02
9.509723131860987166e+01,9.085647848273599436e+01
9.905199781208516185e+01,8.730808171005926965e+01
9.940247642114833582e+01,1.045942480700697672e+02
