6.274580279254745818e+00,-5.011500014276502046e-01,1.000000000000000000e+00
-3.748843881763380459e+00,-5.006592771554261745e+00,-1.000000000000000000e+00
-7.804844132053167627e+00,3.654190027390168627e+00,-1.000000000000000000e+00
-4.797608136053983507e+00,-7.390917779743879645e-01,-1.000000000000000000e+00
3.737885106824148096e+00,-4.249909239739418254e+00,1.000000000000000000e+00
1.896858048758012227e-01,-3.540733224382930366e-01,-1.000000000000000000e+00
-9.453864701296117445e+00,-2.037226484998685194e+00,-1.000000000000000000e+00
-7.727905385942593242e+00,-9.708942478695348655e+00,-1.000000000000000000e+00
-5.602145035877168056e+00,-3.051329416912713643e-01,-1.000000000000000000e+00
-6.821605378800395414e+00,1.622676839934556359e+00,-1.000000000000000000e+00
7.097125358161886943e+00,-2.656941186445480163e+00,1.000000000000000000e+00
1.491649501276374856e+00,-3.563118003755177288e+00,-1.000000000000000000e+00
-8.883425969042226811e+00,1.010119587261538499e+01,-1.000000000000000000e+00
-1.890463983558045680e+00,-5.206930370808554365e+00,-1.000000000000000000e+00
4.046231074248409776e+00,-1.736061021868270826e+00,1.000000000000000000e+00
-3.254340141057692648e+00,-1.034942784252555148e+00,-1.000000000000000000e+00
6.286488515125120635e+00,5.367347764127374354e+00,1.000000000000000000e+00
-1.244548461507055670e+00,-5.754806709682222632e+00,-1.000000000000000000e+00
-3.106137590967483320e+00,4.918774158622719384e+00,-1.000000000000000000e+00
-1.369490395091712776e+00,-5.679990079822191618e+00,-1.000000000000000000e+00
2.699700820479963959e+00,-6.829902214417306716e+00,1.000000000000000000e+00
-2.880609745678761602e+00,-9.240424156266012545e+00,-1.000000000000000000e+00
-5.756663054018682502e+00,-8.042220692135984450e+00,-1.000000000000000000e+00
9.231329088552366002e+00,5.444988141506407864e+00,1.000000000000000000e+00
3.287733538185587001e+00,-8.993801284211611957e+00,-1.000000000000000000e+00
-5.571520244559506452e+00,-7.783707936437134656e+00,-1.000000000000000000e+00
-1.941538081173562080e+00,-1.370779972600088659e+00,-1.000000000000000000e+00
-5.627128181703803023e+00,1.082359222173385405e+01,-1.000000000000000000e+00
8.964538556471522313e+00,6.126729209656582853e+00,1.000000000000000000e+00
2.437366069156477799e+00,3.485217592043799328e+00,1.000000000000000000e+00
2.739084972078688285e+00,-3.765727708993735767e+00,1.000000000000000000e+00
9.821752326891486362e-01,7.670279698929590495e+00,1.000000000000000000e+00
-4.184169331462676666e+00,4.762751326745158220e-01,-1.000000000000000000e+00
2.733597841710650123e+00,9.452569999771143205e-01,1.000000000000000000e+00
-8.897592163466301329e+00,9.102255769460271040e+00,-1.000000000000000000e+00
-6.349867945313365514e-01,-2.387774989212843035e-01,-1.000000000000000000e+00
-3.509799265237965926e+00,9.060334770966594675e+00,1.000000000000000000e+00
-5.265688954445923997e+00,1.717102502725643243e+00,-1.000000000000000000e+00
-1.519826805925334368e+00,5.690868167601430549e+00,1.000000000000000000e+00
-9.804999869655823375e+00,-6.055399946340330075e+00,-1.000000000000000000e+00
2.624801785941810461e+00,-9.859025846676408023e+00,-1.000000000000000000e+00
8.788206837288315754e+00,-9.885913384144853211e-01,1.000000000000000000e+00
-4.309978734746844342e-01,-4.751377671299437111e+00,-1.000000000000000000e+00
8.964170888541820759e+00,3.697996670736049207e+00,1.000000000000000000e+00
5.534653719394680316e+00,-7.140732285969880522e+00,1.000000000000000000e+00
-7.785621467534292961e+00,-3.127912670922541327e+00,-1.000000000000000000e+00
6.006274078632318769e-01,-6.337411034273163324e+00,-1.000000000000000000e+00
9.460890034371821855e+00,2.614134975024141383e+00,1.000000000000000000e+00
-1.544690019256278468e-01,5.082354038594779411e+00,1.000000000000000000e+00
-7.126624988637180635e+00,9.106694085247168502e+00,-1.000000000000000000e+00
